,country,product_type,year,1K_tonne_oil_equivalent
972,Slovenia,Heat,2011,0.000
973,Slovakia,Heat,2011,0.000
974,Finland,Heat,2011,107.868
975,Sweden,Heat,2011,0.000
976,Iceland,Heat,2011,0.000
977,Norway,Heat,2011,25.093
978,United Kingdom,Heat,2011,0.000
979,Montenegro,Heat,2011,0.000
980,North Macedonia,Heat,2011,0.000
981,Albania,Heat,2011,0.000
982,Serbia,Heat,2011,0.000
983,Turkey,Heat,2011,0.000
984,Bosnia and Herzegovina,Heat,2011,:
985,Kosovo (under United Nations Security Council Resolution 1244/99),Heat,2011,0.000
986,Moldova,Heat,2011,0.000
987,Ukraine,Heat,2011,0.000
988,Georgia,Heat,2011,:
989,European Union - 27 countries (from 2020),Nuclear heat,2011,"216,213.062"
990,European Union - 28 countries (2013-2020),Nuclear heat,2011,"231,839.062"
991,Euro area - 19 countries  (from 2015),Nuclear heat,2011,"182,712.342"
992,Belgium,Nuclear heat,2011,"12,567.760"
993,Bulgaria,Nuclear heat,2011,"4,105.070"
994,Czechia,Nuclear heat,2011,"7,199.850"
995,Denmark,Nuclear heat,2011,0.000
996,Germany (until 1990 former territory of the FRG),Nuclear heat,2011,"27,807.200"
997,Estonia,Nuclear heat,2011,0.000
998,Ireland,Nuclear heat,2011,0.000
999,Greece,Nuclear heat,2011,0.000
1000,Spain,Nuclear heat,2011,"15,044.700"
1001,France,Nuclear heat,2011,"115,209.000"
1002,Croatia,Nuclear heat,2011,0.000
1003,Italy,Nuclear heat,2011,0.000
1004,Cyprus,Nuclear heat,2011,0.000
1005,Latvia,Nuclear heat,2011,0.000
1006,Lithuania,Nuclear heat,2011,0.000
1007,Luxembourg,Nuclear heat,2011,0.000
1008,Hungary,Nuclear heat,2011,"3,964.900"
1009,Malta,Nuclear heat,2011,0.000
1010,Netherlands,Nuclear heat,2011,959.200
1011,Austria,Nuclear heat,2011,0.000
1012,Poland,Nuclear heat,2011,0.000
1013,Portugal,Nuclear heat,2011,0.000
1014,Romania,Nuclear heat,2011,"2,978.900"
1015,Slovenia,Nuclear heat,2011,"1,470.482"
1016,Slovakia,Nuclear heat,2011,"4,027.000"
1017,Finland,Nuclear heat,2011,"5,627.000"
1018,Sweden,Nuclear heat,2011,"15,252.000"
1019,Iceland,Nuclear heat,2011,0.000
1020,Norway,Nuclear heat,2011,0.000
1021,United Kingdom,Nuclear heat,2011,"15,626.000"
1022,Montenegro,Nuclear heat,2011,0.000
1023,North Macedonia,Nuclear heat,2011,0.000
1024,Albania,Nuclear heat,2011,0.000
1025,Serbia,Nuclear heat,2011,0.000
1026,Turkey,Nuclear heat,2011,0.000
1027,Bosnia and Herzegovina,Nuclear heat,2011,:
1028,Kosovo (under United Nations Security Council Resolution 1244/99),Nuclear heat,2011,0.000
1029,Moldova,Nuclear heat,2011,0.000
1030,Ukraine,Nuclear heat,2011,"23,738.593"
1031,Georgia,Nuclear heat,2011,:
1032,European Union - 27 countries (from 2020),Total,2012,"1,462,083.289"
1033,European Union - 28 countries (2013-2020),Total,2012,"1,652,973.718"
1034,Euro area - 19 countries  (from 2015),Total,2012,"1,168,172.130"
1035,Belgium,Total,2012,"53,677.383"
1036,Bulgaria,Total,2012,"18,234.789"
1037,Czechia,Total,2012,"42,948.595"
1038,Denmark,Total,2012,"17,406.107"
1039,Germany (until 1990 former territory of the FRG),Total,2012,"315,440.699"
1040,Estonia,Total,2012,"5,447.540"
1041,Ireland,Total,2012,"13,421.969"
1042,Greece,Total,2012,"26,603.895"
1043,Spain,Total,2012,"125,247.240"
1044,France,Total,2012,"259,303.029"
1045,Croatia,Total,2012,"8,616.314"
1046,Italy,Total,2012,"161,340.359"
1047,Cyprus,Total,2012,"2,262.439"
1048,Latvia,Total,2012,"4,419.055"
1049,Lithuania,Total,2012,"7,355.708"
1050,Luxembourg,Total,2012,"4,088.468"
1051,Hungary,Total,2012,"24,604.502"
1052,Malta,Total,2012,881.478
1053,Netherlands,Total,2012,"77,195.573"
1054,Austria,Total,2012,"33,037.460"
1055,Poland,Total,2012,"97,254.171"
1056,Portugal,Total,2012,"21,439.290"
1057,Romania,Total,2012,"34,851.422"
1058,Slovenia,Total,2012,"6,941.239"
1059,Slovakia,Total,2012,"16,513.896"
1060,Finland,Total,2012,"33,555.410"
1061,Sweden,Total,2012,"49,995.259"
1062,Iceland,Total,2012,"5,658.035"
1063,Norway,Total,2012,"31,539.581"
1064,United Kingdom,Total,2012,"190,890.429"
1065,Montenegro,Total,2012,"1,057.274"
1066,North Macedonia,Total,2012,"2,996.132"
1067,Albania,Total,2012,"2,002.568"
1068,Serbia,Total,2012,"14,566.606"
1069,Turkey,Total,2012,"116,811.332"
1070,Bosnia and Herzegovina,Total,2012,:
1071,Kosovo (under United Nations Security Council Resolution 1244/99),Total,2012,"2,369.037"
1072,Moldova,Total,2012,"2,510.028"
1073,Ukraine,Total,2012,"122,596.581"
1074,Georgia,Total,2012,:
1075,European Union - 27 countries (from 2020),Solid fossil fuels,2012,"248,797.434"
1076,European Union - 28 countries (2013-2020),Solid fossil fuels,2012,"288,123.354"
1077,Euro area - 19 countries  (from 2015),Solid fossil fuels,2012,"159,133.413"
1078,Belgium,Solid fossil fuels,2012,"3,235.666"
1079,Bulgaria,Solid fossil fuels,2012,"6,915.000"
1080,Czechia,Solid fossil fuels,2012,"17,283.113"
1081,Denmark,Solid fossil fuels,2012,"2,467.764"
1082,Germany (until 1990 former territory of the FRG),Solid fossil fuels,2012,"79,918.633"
1083,Estonia,Solid fossil fuels,2012,24.464
1084,Ireland,Solid fossil fuels,2012,"1,492.300"
1085,Greece,Solid fossil fuels,2012,"8,134.842"
1086,Spain,Solid fossil fuels,2012,"15,518.743"
1087,France,Solid fossil fuels,2012,"12,552.809"
1088,Croatia,Solid fossil fuels,2012,631.278
1089,Italy,Solid fossil fuels,2012,"15,714.641"
1090,Cyprus,Solid fossil fuels,2012,0.124
1091,Latvia,Solid fossil fuels,2012,90.975
1092,Lithuania,Solid fossil fuels,2012,200.168
1093,Luxembourg,Solid fossil fuels,2012,53.730
1094,Hungary,Solid fossil fuels,2012,"2,604.277"
1095,Malta,Solid fossil fuels,2012,0.000
1096,Netherlands,Solid fossil fuels,2012,"8,152.076"
1097,Austria,Solid fossil fuels,2012,"3,245.066"
1098,Poland,Solid fossil fuels,2012,"50,261.754"
1099,Portugal,Solid fossil fuels,2012,"2,934.351"
1100,Romania,Solid fossil fuels,2012,"7,560.015"
1101,Slovenia,Solid fossil fuels,2012,"1,392.884"
1102,Slovakia,Solid fossil fuels,2012,"3,476.952"
1103,Finland,Solid fossil fuels,2012,"2,994.989"
1104,Sweden,Solid fossil fuels,2012,"1,940.820"
1105,Iceland,Solid fossil fuels,2012,92.641
1106,Norway,Solid fossil fuels,2012,816.456
1107,United Kingdom,Solid fossil fuels,2012,"39,325.920"
1108,Montenegro,Solid fossil fuels,2012,381.000
1109,North Macedonia,Solid fossil fuels,2012,"1,397.659"
1110,Albania,Solid fossil fuels,2012,77.225
1111,Serbia,Solid fossil fuels,2012,"7,621.410"
1112,Turkey,Solid fossil fuels,2012,"34,668.155"
1113,Bosnia and Herzegovina,Solid fossil fuels,2012,:
1114,Kosovo (under United Nations Security Council Resolution 1244/99),Solid fossil fuels,2012,"1,532.123"
1115,Moldova,Solid fossil fuels,2012,108.526
1116,Ukraine,Solid fossil fuels,2012,"42,448.739"
1117,Georgia,Solid fossil fuels,2012,:
1118,European Union - 27 countries (from 2020),Manufactured gases,2012,0.000
1119,European Union - 28 countries (2013-2020),Manufactured gases,2012,0.000
1120,Euro area - 19 countries  (from 2015),Manufactured gases,2012,0.000
1121,Belgium,Manufactured gases,2012,0.000
1122,Bulgaria,Manufactured gases,2012,0.000
1123,Czechia,Manufactured gases,2012,0.000
1124,Denmark,Manufactured gases,2012,0.000
1125,Germany (until 1990 former territory of the FRG),Manufactured gases,2012,0.000
1126,Estonia,Manufactured gases,2012,0.000
1127,Ireland,Manufactured gases,2012,0.000
1128,Greece,Manufactured gases,2012,0.000
1129,Spain,Manufactured gases,2012,0.000
1130,France,Manufactured gases,2012,0.000
1131,Croatia,Manufactured gases,2012,0.000
1132,Italy,Manufactured gases,2012,0.000
1133,Cyprus,Manufactured gases,2012,0.000
1134,Latvia,Manufactured gases,2012,0.000
1135,Lithuania,Manufactured gases,2012,0.000
1136,Luxembourg,Manufactured gases,2012,0.000
1137,Hungary,Manufactured gases,2012,0.000
1138,Malta,Manufactured gases,2012,0.000
1139,Netherlands,Manufactured gases,2012,0.000
1140,Austria,Manufactured gases,2012,0.000
1141,Poland,Manufactured gases,2012,0.000
1142,Portugal,Manufactured gases,2012,0.000
1143,Romania,Manufactured gases,2012,0.000
1144,Slovenia,Manufactured gases,2012,0.000
1145,Slovakia,Manufactured gases,2012,0.000
1146,Finland,Manufactured gases,2012,0.000
1147,Sweden,Manufactured gases,2012,0.000
1148,Iceland,Manufactured gases,2012,0.000
1149,Norway,Manufactured gases,2012,0.000
1150,United Kingdom,Manufactured gases,2012,0.000
1151,Montenegro,Manufactured gases,2012,0.000
1152,North Macedonia,Manufactured gases,2012,0.000
1153,Albania,Manufactured gases,2012,0.000
1154,Serbia,Manufactured gases,2012,0.000
1155,Turkey,Manufactured gases,2012,0.000
1156,Bosnia and Herzegovina,Manufactured gases,2012,:
1157,Kosovo (under United Nations Security Council Resolution 1244/99),Manufactured gases,2012,0.000
1158,Moldova,Manufactured gases,2012,0.000
1159,Ukraine,Manufactured gases,2012,0.000
1160,Georgia,Manufactured gases,2012,:
1161,European Union - 27 countries (from 2020),Peat and peat products,2012,"3,008.270"
1162,European Union - 28 countries (2013-2020),Peat and peat products,2012,"3,008.270"
1163,Euro area - 19 countries  (from 2015),Peat and peat products,2012,"2,754.740"
1164,Belgium,Peat and peat products,2012,0.000
1165,Bulgaria,Peat and peat products,2012,0.000
1166,Czechia,Peat and peat products,2012,0.000
1167,Denmark,Peat and peat products,2012,0.000
1168,Germany (until 1990 former territory of the FRG),Peat and peat products,2012,0.000
1169,Estonia,Peat and peat products,2012,47.225
1170,Ireland,Peat and peat products,2012,"1,115.474"
1171,Greece,Peat and peat products,2012,0.000
1172,Spain,Peat and peat products,2012,0.000
1173,France,Peat and peat products,2012,0.000
1174,Croatia,Peat and peat products,2012,0.000
1175,Italy,Peat and peat products,2012,0.000
1176,Cyprus,Peat and peat products,2012,0.000
1177,Latvia,Peat and peat products,2012,0.720
1178,Lithuania,Peat and peat products,2012,33.358
1179,Luxembourg,Peat and peat products,2012,0.000
1180,Hungary,Peat and peat products,2012,0.000
1181,Malta,Peat and peat products,2012,0.000
1182,Netherlands,Peat and peat products,2012,0.000
1183,Austria,Peat and peat products,2012,0.210
1184,Poland,Peat and peat products,2012,0.000
1185,Portugal,Peat and peat products,2012,0.000
1186,Romania,Peat and peat products,2012,0.420
1187,Slovenia,Peat and peat products,2012,0.000
1188,Slovakia,Peat and peat products,2012,0.000
1189,Finland,Peat and peat products,2012,"1,557.753"
1190,Sweden,Peat and peat products,2012,253.110
1191,Iceland,Peat and peat products,2012,0.000
1192,Norway,Peat and peat products,2012,0.000
1193,United Kingdom,Peat and peat products,2012,0.000
1194,Montenegro,Peat and peat products,2012,0.000
1195,North Macedonia,Peat and peat products,2012,0.000
1196,Albania,Peat and peat products,2012,0.000
1197,Serbia,Peat and peat products,2012,0.000
1198,Turkey,Peat and peat products,2012,0.000
1199,Bosnia and Herzegovina,Peat and peat products,2012,:
1200,Kosovo (under United Nations Security Council Resolution 1244/99),Peat and peat products,2012,0.000
1201,Moldova,Peat and peat products,2012,0.000
1202,Ukraine,Peat and peat products,2012,95.968
1203,Georgia,Peat and peat products,2012,:
1204,European Union - 27 countries (from 2020),Oil shale and oil sands	,2012,"3,652.752"
1205,European Union - 28 countries (2013-2020),Oil shale and oil sands	,2012,"3,652.752"
1206,Euro area - 19 countries  (from 2015),Oil shale and oil sands	,2012,"3,652.752"
1207,Belgium,Oil shale and oil sands	,2012,0.000
1208,Bulgaria,Oil shale and oil sands	,2012,0.000
1209,Czechia,Oil shale and oil sands	,2012,0.000
1210,Denmark,Oil shale and oil sands	,2012,0.000
1211,Germany (until 1990 former territory of the FRG),Oil shale and oil sands	,2012,0.000
1212,Estonia,Oil shale and oil sands	,2012,"3,652.752"
1213,Ireland,Oil shale and oil sands	,2012,0.000
1214,Greece,Oil shale and oil sands	,2012,0.000
1215,Spain,Oil shale and oil sands	,2012,0.000
1216,France,Oil shale and oil sands	,2012,0.000
1217,Croatia,Oil shale and oil sands	,2012,0.000
1218,Italy,Oil shale and oil sands	,2012,0.000
1219,Cyprus,Oil shale and oil sands	,2012,0.000
1220,Latvia,Oil shale and oil sands	,2012,0.000
1221,Lithuania,Oil shale and oil sands	,2012,0.000
1222,Luxembourg,Oil shale and oil sands	,2012,0.000
1223,Hungary,Oil shale and oil sands	,2012,0.000
1224,Malta,Oil shale and oil sands	,2012,0.000
1225,Netherlands,Oil shale and oil sands	,2012,0.000
1226,Austria,Oil shale and oil sands	,2012,0.000
1227,Poland,Oil shale and oil sands	,2012,0.000
1228,Portugal,Oil shale and oil sands	,2012,0.000
1229,Romania,Oil shale and oil sands	,2012,0.000
1230,Slovenia,Oil shale and oil sands	,2012,0.000
1231,Slovakia,Oil shale and oil sands	,2012,0.000
1232,Finland,Oil shale and oil sands	,2012,0.000
1233,Sweden,Oil shale and oil sands	,2012,0.000
1234,Iceland,Oil shale and oil sands	,2012,0.000
1235,Norway,Oil shale and oil sands	,2012,0.000
1236,United Kingdom,Oil shale and oil sands	,2012,0.000
1237,Montenegro,Oil shale and oil sands	,2012,0.000
1238,North Macedonia,Oil shale and oil sands	,2012,0.000
1239,Albania,Oil shale and oil sands	,2012,0.000
1240,Serbia,Oil shale and oil sands	,2012,0.000
1241,Turkey,Oil shale and oil sands	,2012,0.000
1242,Bosnia and Herzegovina,Oil shale and oil sands	,2012,:
1243,Kosovo (under United Nations Security Council Resolution 1244/99),Oil shale and oil sands	,2012,0.000
1244,Moldova,Oil shale and oil sands	,2012,0.000
1245,Ukraine,Oil shale and oil sands	,2012,0.000
1246,Georgia,Oil shale and oil sands	,2012,:
1247,European Union - 27 countries (from 2020),Natural gas,2012,"327,370.094"
1248,European Union - 28 countries (2013-2020),Natural gas,2012,"393,755.455"
1249,Euro area - 19 countries  (from 2015),Natural gas,2012,"278,323.886"
1250,Belgium,Natural gas,2012,"14,378.428"
1251,Bulgaria,Natural gas,2012,"2,451.170"
1252,Czechia,Natural gas,2012,"6,856.105"
1253,Denmark,Natural gas,2012,"3,484.462"
1254,Germany (until 1990 former territory of the FRG),Natural gas,2012,"69,819.018"
1255,Estonia,Natural gas,2012,545.400
1256,Ireland,Natural gas,2012,"4,031.367"
1257,Greece,Natural gas,2012,"3,662.071"
1258,Spain,Natural gas,2012,"28,574.705"
1259,France,Natural gas,2012,"38,215.216"
1260,Croatia,Natural gas,2012,"2,413.242"
1261,Italy,Natural gas,2012,"61,355.610"
1262,Cyprus,Natural gas,2012,0.000
1263,Latvia,Natural gas,2012,"1,211.156"
1264,Lithuania,Natural gas,2012,"2,654.041"
1265,Luxembourg,Natural gas,2012,"1,051.062"
1266,Hungary,Natural gas,2012,"8,376.956"
1267,Malta,Natural gas,2012,0.000
1268,Netherlands,Natural gas,2012,"33,486.088"
1269,Austria,Natural gas,2012,"7,326.589"
1270,Poland,Natural gas,2012,"13,680.288"
1271,Portugal,Natural gas,2012,"3,932.631"
1272,Romania,Natural gas,2012,"10,777.386"
1273,Slovenia,Natural gas,2012,710.082
1274,Slovakia,Natural gas,2012,"4,365.327"
1275,Finland,Natural gas,2012,"3,005.095"
1276,Sweden,Natural gas,2012,"1,006.599"
1277,Iceland,Natural gas,2012,0.000
1278,Norway,Natural gas,2012,"5,455.249"
1279,United Kingdom,Natural gas,2012,"66,385.361"
1280,Montenegro,Natural gas,2012,0.000
1281,North Macedonia,Natural gas,2012,114.467
1282,Albania,Natural gas,2012,13.220
1283,Serbia,Natural gas,2012,"1,677.859"
1284,Turkey,Natural gas,2012,"37,261.887"
1285,Bosnia and Herzegovina,Natural gas,2012,:
1286,Kosovo (under United Nations Security Council Resolution 1244/99),Natural gas,2012,0.000
1287,Moldova,Natural gas,2012,797.377
1288,Ukraine,Natural gas,2012,"43,035.103"
1289,Georgia,Natural gas,2012,:
1290,European Union - 27 countries (from 2020),Oil and petroleum products,2012,"468,929.939"
1291,European Union - 28 countries (2013-2020),Oil and petroleum products,2012,"528,214.962"
1292,Euro area - 19 countries  (from 2015),Oil and petroleum products,2012,"395,891.958"
1293,Belgium,Oil and petroleum products,2012,"20,373.164"
1294,Bulgaria,Oil and petroleum products,2012,"3,845.493"
1295,Czechia,Oil and petroleum products,2012,"8,623.574"
1296,Denmark,Oil and petroleum products,2012,"6,285.264"
1297,Germany (until 1990 former territory of the FRG),Oil and petroleum products,2012,"101,387.425"
1298,Estonia,Oil and petroleum products,2012,508.863
1299,Ireland,Oil and petroleum products,2012,"5,904.559"
1300,Greece,Oil and petroleum products,2012,"12,131.681"
1301,Spain,Oil and petroleum products,2012,"49,789.546"
1302,France,Oil and petroleum products,2012,"77,247.551"
1303,Croatia,Oil and petroleum products,2012,"3,162.239"
1304,Italy,Oil and petroleum products,2012,"55,546.904"
1305,Cyprus,Oil and petroleum products,2012,"2,126.035"
1306,Latvia,Oil and petroleum products,2012,"1,263.697"
1307,Lithuania,Oil and petroleum products,2012,"2,462.724"
1308,Luxembourg,Oil and petroleum products,2012,"2,458.586"
1309,Hungary,Oil and petroleum products,2012,"5,910.154"
1310,Malta,Oil and petroleum products,2012,869.662
1311,Netherlands,Oil and petroleum products,2012,"28,798.800"
1312,Austria,Oil and petroleum products,2012,"11,285.076"
1313,Poland,Oil and petroleum products,2012,"24,430.213"
1314,Portugal,Oil and petroleum products,2012,"9,385.070"
1315,Romania,Oil and petroleum products,2012,"8,260.859"
1316,Slovenia,Oil and petroleum products,2012,"2,481.706"
1317,Slovakia,Oil and petroleum products,2012,"3,184.842"
1318,Finland,Oil and petroleum products,2012,"8,686.067"
1319,Sweden,Oil and petroleum products,2012,"12,520.185"
1320,Iceland,Oil and petroleum products,2012,494.731
1321,Norway,Oil and petroleum products,2012,"12,164.918"
1322,United Kingdom,Oil and petroleum products,2012,"59,285.023"
1323,Montenegro,Oil and petroleum products,2012,269.077
1324,North Macedonia,Oil and petroleum products,2012,927.332
1325,Albania,Oil and petroleum products,2012,"1,069.312"
1326,Serbia,Oil and petroleum products,2012,"3,390.486"
1327,Turkey,Oil and petroleum products,2012,"32,477.777"
1328,Bosnia and Herzegovina,Oil and petroleum products,2012,:
1329,Kosovo (under United Nations Security Council Resolution 1244/99),Oil and petroleum products,2012,567.700
1330,Moldova,Oil and petroleum products,2012,743.481
1331,Ukraine,Oil and petroleum products,2012,"11,611.959"
1332,Georgia,Oil and petroleum products,2012,:
1333,European Union - 27 countries (from 2020),Renewables and biofuels	,2012,"188,593.877"
1334,European Union - 28 countries (2013-2020),Renewables and biofuels	,2012,"197,464.159"
1335,Euro area - 19 countries  (from 2015),Renewables and biofuels	,2012,"140,485.358"
1336,Belgium,Renewables and biofuels	,2012,"3,391.583"
1337,Bulgaria,Renewables and biofuels	,2012,"1,653.975"
1338,Czechia,Renewables and biofuels	,2012,"3,757.160"
1339,Denmark,Renewables and biofuels	,2012,"4,315.098"
1340,Germany (until 1990 former territory of the FRG),Renewables and biofuels	,2012,"36,452.880"
1341,Estonia,Renewables and biofuels	,2012,861.442
1342,Ireland,Renewables and biofuels	,2012,796.996
1343,Greece,Renewables and biofuels	,2012,"2,506.890"
1344,Spain,Renewables and biofuels	,2012,"16,161.016"
1345,France,Renewables and biofuels	,2012,"22,645.554"
1346,Croatia,Renewables and biofuels	,2012,"1,762.460"
1347,Italy,Renewables and biofuels	,2012,"23,884.740"
1348,Cyprus,Renewables and biofuels	,2012,135.707
1349,Latvia,Renewables and biofuels	,2012,"1,651.431"
1350,Lithuania,Renewables and biofuels	,2012,"1,161.340"
1351,Luxembourg,Renewables and biofuels	,2012,139.386
1352,Hungary,Renewables and biofuels	,2012,"2,952.757"
1353,Malta,Renewables and biofuels	,2012,11.816
1354,Netherlands,Renewables and biofuels	,2012,"3,620.650"
1355,Austria,Renewables and biofuels	,2012,"10,282.138"
1356,Poland,Renewables and biofuels	,2012,"8,677.736"
1357,Portugal,Renewables and biofuels	,2012,"4,354.502"
1358,Romania,Renewables and biofuels	,2012,"5,195.078"
1359,Slovenia,Renewables and biofuels	,2012,"1,114.390"
1360,Slovakia,Renewables and biofuels	,2012,"1,358.677"
1361,Finland,Renewables and biofuels	,2012,"9,954.220"
1362,Sweden,Renewables and biofuels	,2012,"19,794.255"
1363,Iceland,Renewables and biofuels	,2012,"5,070.663"
1364,Norway,Renewables and biofuels	,2012,"14,408.378"
1365,United Kingdom,Renewables and biofuels	,2012,"8,870.282"
1366,Montenegro,Renewables and biofuels	,2012,302.984
1367,North Macedonia,Renewables and biofuels	,2012,327.182
1368,Albania,Renewables and biofuels	,2012,624.582
1369,Serbia,Renewables and biofuels	,2012,"1,843.403"
1370,Turkey,Renewables and biofuels	,2012,"12,151.463"
1371,Bosnia and Herzegovina,Renewables and biofuels	,2012,:
1372,Kosovo (under United Nations Security Council Resolution 1244/99),Renewables and biofuels	,2012,255.973
1373,Moldova,Renewables and biofuels	,2012,578.700
1374,Ukraine,Renewables and biofuels	,2012,"2,652.461"
1375,Georgia,Renewables and biofuels	,2012,:
1376,European Union - 27 countries (from 2020),Non-renewable waste,2012,"11,290.873"
1377,European Union - 28 countries (2013-2020),Non-renewable waste,2012,"12,088.594"
1378,Euro area - 19 countries  (from 2015),Non-renewable waste,2012,"9,581.506"
1379,Belgium,Non-renewable waste,2012,697.872
1380,Bulgaria,Non-renewable waste,2012,7.309
1381,Czechia,Non-renewable waste,2012,225.208
1382,Denmark,Non-renewable waste,2012,401.374
1383,Germany (until 1990 former territory of the FRG),Non-renewable waste,2012,"4,016.433"
1384,Estonia,Non-renewable waste,2012,0.000
1385,Ireland,Non-renewable waste,2012,45.722
1386,Greece,Non-renewable waste,2012,14.928
1387,Spain,Non-renewable waste,2012,175.671
1388,France,Non-renewable waste,2012,"1,607.017"
1389,Croatia,Non-renewable waste,2012,8.145
1390,Italy,Non-renewable waste,2012,"1,132.273"
1391,Cyprus,Non-renewable waste,2012,0.573
1392,Latvia,Non-renewable waste,2012,55.675
1393,Lithuania,Non-renewable waste,2012,0.000
1394,Luxembourg,Non-renewable waste,2012,32.280
1395,Hungary,Non-renewable waste,2012,89.185
1396,Malta,Non-renewable waste,2012,0.000
1397,Netherlands,Non-renewable waste,2012,746.776
1398,Austria,Non-renewable waste,2012,653.018
1399,Poland,Non-renewable waste,2012,419.461
1400,Portugal,Non-renewable waste,2012,151.715
1401,Romania,Non-renewable waste,2012,27.420
1402,Slovenia,Non-renewable waste,2012,23.383
1403,Slovakia,Non-renewable waste,2012,44.306
1404,Finland,Non-renewable waste,2012,183.864
1405,Sweden,Non-renewable waste,2012,531.265
1406,Iceland,Non-renewable waste,2012,0.000
1407,Norway,Non-renewable waste,2012,213.424
1408,United Kingdom,Non-renewable waste,2012,797.721
1409,Montenegro,Non-renewable waste,2012,0.000
1410,North Macedonia,Non-renewable waste,2012,0.000
1411,Albania,Non-renewable waste,2012,0.000
1412,Serbia,Non-renewable waste,2012,0.000
1413,Turkey,Non-renewable waste,2012,5.016
1414,Bosnia and Herzegovina,Non-renewable waste,2012,:
1415,Kosovo (under United Nations Security Council Resolution 1244/99),Non-renewable waste,2012,0.000
1416,Moldova,Non-renewable waste,2012,0.000
1417,Ukraine,Non-renewable waste,2012,0.000
1418,Georgia,Non-renewable waste,2012,:
1419,European Union - 27 countries (from 2020),Electricity,2012,583.459
1420,European Union - 28 countries (2013-2020),Electricity,2012,"1,603.579"
1421,Euro area - 19 countries  (from 2015),Electricity,2012,"2,902.977"
1422,Belgium,Electricity,2012,854.342
1423,Bulgaria,Electricity,2012,-714.359
1424,Czechia,Electricity,2012,"-1,472.055"
1425,Denmark,Electricity,2012,448.323
1426,Germany (until 1990 former territory of the FRG),Electricity,2012,"-1,766.294"
1427,Estonia,Electricity,2012,-192.605
1428,Ireland,Electricity,2012,35.552
1429,Greece,Electricity,2012,153.482
1430,Spain,Electricity,2012,-962.941
1431,France,Electricity,2012,"-3,828.117"
1432,Croatia,Electricity,2012,638.951
1433,Italy,Electricity,2012,"3,706.191"
1434,Cyprus,Electricity,2012,0.000
1435,Latvia,Electricity,2012,145.400
1436,Lithuania,Electricity,2012,569.132
1437,Luxembourg,Electricity,2012,353.424
1438,Hungary,Electricity,2012,685.039
1439,Malta,Electricity,2012,0.000
1440,Netherlands,Electricity,2012,"1,471.183"
1441,Austria,Electricity,2012,241.012
1442,Poland,Electricity,2012,-244.196
1443,Portugal,Electricity,2012,678.848
1444,Romania,Electricity,2012,21.754
1445,Slovenia,Electricity,2012,-89.338
1446,Slovakia,Electricity,2012,33.792
1447,Finland,Electricity,2012,"1,499.914"
1448,Sweden,Electricity,2012,"-1,682.975"
1449,Iceland,Electricity,2012,0.000
1450,Norway,Electricity,2012,"-1,531.814"
1451,United Kingdom,Electricity,2012,"1,020.120"
1452,Montenegro,Electricity,2012,104.213
1453,North Macedonia,Electricity,2012,229.493
1454,Albania,Electricity,2012,218.229
1455,Serbia,Electricity,2012,33.448
1456,Turkey,Electricity,2012,247.034
1457,Bosnia and Herzegovina,Electricity,2012,:
1458,Kosovo (under United Nations Security Council Resolution 1244/99),Electricity,2012,13.242
1459,Moldova,Electricity,2012,281.943
1460,Ukraine,Electricity,2012,-986.414
1461,Georgia,Electricity,2012,:
1462,European Union - 27 countries (from 2020),Heat,2012,750.353
1463,European Union - 28 countries (2013-2020),Heat,2012,750.353
1464,Euro area - 19 countries  (from 2015),Heat,2012,660.149
1465,Belgium,Heat,2012,247.168
1466,Bulgaria,Heat,2012,55.962
1467,Czechia,Heat,2012,1.505
1468,Denmark,Heat,2012,3.822
1469,Germany (until 1990 former territory of the FRG),Heat,2012,-5.995
1470,Estonia,Heat,2012,0.000
1471,Ireland,Heat,2012,0.000
1472,Greece,Heat,2012,0.000
1473,Spain,Heat,2012,0.000
1474,France,Heat,2012,0.000
1475,Croatia,Heat,2012,0.000
1476,Italy,Heat,2012,0.000
1477,Cyprus,Heat,2012,0.000
1478,Latvia,Heat,2012,0.000
1479,Lithuania,Heat,2012,274.945
1480,Luxembourg,Heat,2012,0.000
1481,Hungary,Heat,2012,0.000
1482,Malta,Heat,2012,0.000
1483,Netherlands,Heat,2012,0.000
1484,Austria,Heat,2012,4.350
1485,Poland,Heat,2012,28.915
1486,Portugal,Heat,2012,2.173
1487,Romania,Heat,2012,0.000
1488,Slovenia,Heat,2012,0.000
1489,Slovakia,Heat,2012,0.000
1490,Finland,Heat,2012,137.508
1491,Sweden,Heat,2012,0.000
1492,Iceland,Heat,2012,0.000
1493,Norway,Heat,2012,12.969
1494,United Kingdom,Heat,2012,0.000
1495,Montenegro,Heat,2012,0.000
1496,North Macedonia,Heat,2012,0.000
1497,Albania,Heat,2012,0.000
1498,Serbia,Heat,2012,0.000
1499,Turkey,Heat,2012,0.000
1500,Bosnia and Herzegovina,Heat,2012,:
1501,Kosovo (under United Nations Security Council Resolution 1244/99),Heat,2012,0.000
1502,Moldova,Heat,2012,0.000
1503,Ukraine,Heat,2012,0.000
1504,Georgia,Heat,2012,:
1505,European Union - 27 countries (from 2020),Nuclear heat,2012,"209,106.242"
1506,European Union - 28 countries (2013-2020),Nuclear heat,2012,"224,312.242"
1507,Euro area - 19 countries  (from 2015),Nuclear heat,2012,"174,785.392"
1508,Belgium,Nuclear heat,2012,"10,499.160"
