,country,product_type,year,1K_tonne_oil_equivalent
931,Finland,Heat,2011,"4,061.694"
932,Sweden,Heat,2011,"4,134.661"
933,Iceland,Heat,2011,456.984
934,Norway,Heat,2011,340.389
935,United Kingdom,Heat,2011,"1,205.718"
936,Montenegro,Heat,2011,0.000
937,North Macedonia,Heat,2011,56.869
938,Albania,Heat,2011,0.000
939,Serbia,Heat,2011,883.921
940,Turkey,Heat,2011,"1,216.132"
941,Bosnia and Herzegovina,Heat,2011,:
942,Kosovo (under United Nations Security Council Resolution 1244/99),Heat,2011,3.057
943,Moldova,Heat,2011,231.585
944,Ukraine,Heat,2011,"11,953.115"
945,Georgia,Heat,2011,:
946,European Union - 27 countries (from 2020),Total,2012,"933,326.107"
947,European Union - 28 countries (2013-2020),Total,2012,"1,055,984.702"
948,Euro area - 19 countries  (from 2015),Total,2012,"746,526.657"
949,Belgium,Total,2012,"32,909.970"
950,Bulgaria,Total,2012,"9,103.369"
951,Czechia,Total,2012,"23,321.757"
952,Denmark,Total,2012,"13,612.515"
953,Germany (until 1990 former territory of the FRG),Total,2012,"202,662.536"
954,Estonia,Total,2012,"2,835.711"
955,Ireland,Total,2012,"10,183.557"
956,Greece,Total,2012,"16,402.985"
957,Spain,Total,2012,"78,863.301"
958,France,Total,2012,"146,279.622"
959,Croatia,Total,2012,"6,559.662"
960,Italy,Total,2012,"116,559.044"
961,Cyprus,Total,2012,"1,492.799"
962,Latvia,Total,2012,"3,908.282"
963,Lithuania,Total,2012,"4,838.968"
964,Luxembourg,Total,2012,"3,798.665"
965,Hungary,Total,2012,"16,003.531"
966,Malta,Total,2012,407.257
967,Netherlands,Total,2012,"47,021.790"
968,Austria,Total,2012,"25,202.372"
969,Poland,Total,2012,"63,257.875"
970,Portugal,Total,2012,"15,111.588"
971,Romania,Total,2012,"22,629.168"
972,Slovenia,Total,2012,"4,909.732"
973,Slovakia,Total,2012,"9,198.465"
974,Finland,Total,2012,"23,940.013"
975,Sweden,Total,2012,"32,311.573"
976,Iceland,Total,2012,"2,600.490"
977,Norway,Total,2012,"18,926.525"
978,United Kingdom,Total,2012,"122,658.595"
979,Montenegro,Total,2012,698.970
980,North Macedonia,Total,2012,"1,845.693"
981,Albania,Total,2012,"1,790.623"
982,Serbia,Total,2012,"8,412.293"
983,Turkey,Total,2012,"79,158.418"
984,Bosnia and Herzegovina,Total,2012,:
985,Kosovo (under United Nations Security Council Resolution 1244/99),Total,2012,"1,219.372"
986,Moldova,Total,2012,"2,267.918"
987,Ukraine,Total,2012,"66,404.075"
988,Georgia,Total,2012,:
989,European Union - 27 countries (from 2020),Solid fossil fuels,2012,"25,988.695"
990,European Union - 28 countries (2013-2020),Solid fossil fuels,2012,"28,198.771"
991,Euro area - 19 countries  (from 2015),Solid fossil fuels,2012,"9,673.707"
992,Belgium,Solid fossil fuels,2012,451.367
993,Bulgaria,Solid fossil fuels,2012,410.240
994,Czechia,Solid fossil fuels,2012,"1,895.449"
995,Denmark,Solid fossil fuels,2012,115.252
996,Germany (until 1990 former territory of the FRG),Solid fossil fuels,2012,"4,341.927"
997,Estonia,Solid fossil fuels,2012,40.999
998,Ireland,Solid fossil fuels,2012,328.028
999,Greece,Solid fossil fuels,2012,227.248
1000,Spain,Solid fossil fuels,2012,524.774
1001,France,Solid fossil fuels,2012,"1,355.951"
1002,Croatia,Solid fossil fuels,2012,129.494
1003,Italy,Solid fossil fuels,2012,953.183
1004,Cyprus,Solid fossil fuels,2012,0.124
1005,Latvia,Solid fossil fuels,2012,77.198
1006,Lithuania,Solid fossil fuels,2012,197.283
1007,Luxembourg,Solid fossil fuels,2012,53.731
1008,Hungary,Solid fossil fuels,2012,228.958
1009,Malta,Solid fossil fuels,2012,0.000
1010,Netherlands,Solid fossil fuels,2012,109.883
1011,Austria,Solid fossil fuels,2012,344.577
1012,Poland,Solid fossil fuels,2012,"12,367.319"
1013,Portugal,Solid fossil fuels,2012,20.008
1014,Romania,Solid fossil fuels,2012,766.150
1015,Slovenia,Solid fossil fuels,2012,51.245
1016,Slovakia,Solid fossil fuels,2012,490.461
1017,Finland,Solid fossil fuels,2012,105.720
1018,Sweden,Solid fossil fuels,2012,402.126
1019,Iceland,Solid fossil fuels,2012,92.641
1020,Norway,Solid fossil fuels,2012,474.138
1021,United Kingdom,Solid fossil fuels,2012,"2,210.076"
1022,Montenegro,Solid fossil fuels,2012,8.139
1023,North Macedonia,Solid fossil fuels,2012,145.585
1024,Albania,Solid fossil fuels,2012,77.225
1025,Serbia,Solid fossil fuels,2012,677.030
1026,Turkey,Solid fossil fuels,2012,"13,623.236"
1027,Bosnia and Herzegovina,Solid fossil fuels,2012,:
1028,Kosovo (under United Nations Security Council Resolution 1244/99),Solid fossil fuels,2012,69.688
1029,Moldova,Solid fossil fuels,2012,106.812
1030,Ukraine,Solid fossil fuels,2012,"5,086.933"
1031,Georgia,Solid fossil fuels,2012,:
1032,European Union - 27 countries (from 2020),Manufactured gases,2012,"5,478.301"
1033,European Union - 28 countries (2013-2020),Manufactured gases,2012,"5,558.350"
1034,Euro area - 19 countries  (from 2015),Manufactured gases,2012,"4,098.975"
1035,Belgium,Manufactured gases,2012,209.198
1036,Bulgaria,Manufactured gases,2012,0.000
1037,Czechia,Manufactured gases,2012,330.768
1038,Denmark,Manufactured gases,2012,0.000
1039,Germany (until 1990 former territory of the FRG),Manufactured gases,2012,"2,526.020"
1040,Estonia,Manufactured gases,2012,0.000
1041,Ireland,Manufactured gases,2012,0.000
1042,Greece,Manufactured gases,2012,0.000
1043,Spain,Manufactured gases,2012,124.783
1044,France,Manufactured gases,2012,0.191
1045,Croatia,Manufactured gases,2012,2.300
1046,Italy,Manufactured gases,2012,205.790
1047,Cyprus,Manufactured gases,2012,0.000
1048,Latvia,Manufactured gases,2012,0.000
1049,Lithuania,Manufactured gases,2012,0.000
1050,Luxembourg,Manufactured gases,2012,0.000
1051,Hungary,Manufactured gases,2012,132.868
1052,Malta,Manufactured gases,2012,0.000
1053,Netherlands,Manufactured gases,2012,444.354
1054,Austria,Manufactured gases,2012,90.258
1055,Poland,Manufactured gases,2012,548.175
1056,Portugal,Manufactured gases,2012,0.000
1057,Romania,Manufactured gases,2012,188.760
1058,Slovenia,Manufactured gases,2012,0.000
1059,Slovakia,Manufactured gases,2012,379.603
1060,Finland,Manufactured gases,2012,118.778
1061,Sweden,Manufactured gases,2012,176.455
1062,Iceland,Manufactured gases,2012,0.000
1063,Norway,Manufactured gases,2012,67.952
1064,United Kingdom,Manufactured gases,2012,80.049
1065,Montenegro,Manufactured gases,2012,0.000
1066,North Macedonia,Manufactured gases,2012,0.000
1067,Albania,Manufactured gases,2012,0.000
1068,Serbia,Manufactured gases,2012,29.426
1069,Turkey,Manufactured gases,2012,431.609
1070,Bosnia and Herzegovina,Manufactured gases,2012,:
1071,Kosovo (under United Nations Security Council Resolution 1244/99),Manufactured gases,2012,0.000
1072,Moldova,Manufactured gases,2012,0.000
1073,Ukraine,Manufactured gases,2012,"3,178.074"
1074,Georgia,Manufactured gases,2012,:
1075,European Union - 27 countries (from 2020),Peat and peat products,2012,511.371
1076,European Union - 28 countries (2013-2020),Peat and peat products,2012,511.371
1077,Euro area - 19 countries  (from 2015),Peat and peat products,2012,505.276
1078,Belgium,Peat and peat products,2012,0.000
1079,Bulgaria,Peat and peat products,2012,0.000
1080,Czechia,Peat and peat products,2012,0.000
1081,Denmark,Peat and peat products,2012,0.000
1082,Germany (until 1990 former territory of the FRG),Peat and peat products,2012,0.000
1083,Estonia,Peat and peat products,2012,4.720
1084,Ireland,Peat and peat products,2012,214.905
1085,Greece,Peat and peat products,2012,0.000
1086,Spain,Peat and peat products,2012,0.000
1087,France,Peat and peat products,2012,0.000
1088,Croatia,Peat and peat products,2012,0.000
1089,Italy,Peat and peat products,2012,0.000
1090,Cyprus,Peat and peat products,2012,0.000
1091,Latvia,Peat and peat products,2012,0.720
1092,Lithuania,Peat and peat products,2012,29.908
1093,Luxembourg,Peat and peat products,2012,0.000
1094,Hungary,Peat and peat products,2012,0.000
1095,Malta,Peat and peat products,2012,0.000
1096,Netherlands,Peat and peat products,2012,0.000
1097,Austria,Peat and peat products,2012,0.210
1098,Poland,Peat and peat products,2012,0.000
1099,Portugal,Peat and peat products,2012,0.000
1100,Romania,Peat and peat products,2012,0.420
1101,Slovenia,Peat and peat products,2012,0.000
1102,Slovakia,Peat and peat products,2012,0.000
1103,Finland,Peat and peat products,2012,254.813
1104,Sweden,Peat and peat products,2012,5.675
1105,Iceland,Peat and peat products,2012,0.000
1106,Norway,Peat and peat products,2012,0.000
1107,United Kingdom,Peat and peat products,2012,0.000
1108,Montenegro,Peat and peat products,2012,0.000
1109,North Macedonia,Peat and peat products,2012,0.000
1110,Albania,Peat and peat products,2012,0.000
1111,Serbia,Peat and peat products,2012,0.000
1112,Turkey,Peat and peat products,2012,0.000
1113,Bosnia and Herzegovina,Peat and peat products,2012,:
1114,Kosovo (under United Nations Security Council Resolution 1244/99),Peat and peat products,2012,0.000
1115,Moldova,Peat and peat products,2012,0.000
1116,Ukraine,Peat and peat products,2012,56.917
1117,Georgia,Peat and peat products,2012,:
1118,European Union - 27 countries (from 2020),Oil shale and oil sands	,2012,50.182
1119,European Union - 28 countries (2013-2020),Oil shale and oil sands	,2012,50.182
1120,Euro area - 19 countries  (from 2015),Oil shale and oil sands	,2012,50.182
1121,Belgium,Oil shale and oil sands	,2012,0.000
1122,Bulgaria,Oil shale and oil sands	,2012,0.000
1123,Czechia,Oil shale and oil sands	,2012,0.000
1124,Denmark,Oil shale and oil sands	,2012,0.000
1125,Germany (until 1990 former territory of the FRG),Oil shale and oil sands	,2012,0.000
1126,Estonia,Oil shale and oil sands	,2012,50.182
1127,Ireland,Oil shale and oil sands	,2012,0.000
1128,Greece,Oil shale and oil sands	,2012,0.000
1129,Spain,Oil shale and oil sands	,2012,0.000
1130,France,Oil shale and oil sands	,2012,0.000
1131,Croatia,Oil shale and oil sands	,2012,0.000
1132,Italy,Oil shale and oil sands	,2012,0.000
1133,Cyprus,Oil shale and oil sands	,2012,0.000
1134,Latvia,Oil shale and oil sands	,2012,0.000
1135,Lithuania,Oil shale and oil sands	,2012,0.000
1136,Luxembourg,Oil shale and oil sands	,2012,0.000
1137,Hungary,Oil shale and oil sands	,2012,0.000
1138,Malta,Oil shale and oil sands	,2012,0.000
1139,Netherlands,Oil shale and oil sands	,2012,0.000
1140,Austria,Oil shale and oil sands	,2012,0.000
1141,Poland,Oil shale and oil sands	,2012,0.000
1142,Portugal,Oil shale and oil sands	,2012,0.000
1143,Romania,Oil shale and oil sands	,2012,0.000
1144,Slovenia,Oil shale and oil sands	,2012,0.000
1145,Slovakia,Oil shale and oil sands	,2012,0.000
1146,Finland,Oil shale and oil sands	,2012,0.000
1147,Sweden,Oil shale and oil sands	,2012,0.000
1148,Iceland,Oil shale and oil sands	,2012,0.000
1149,Norway,Oil shale and oil sands	,2012,0.000
1150,United Kingdom,Oil shale and oil sands	,2012,0.000
1151,Montenegro,Oil shale and oil sands	,2012,0.000
1152,North Macedonia,Oil shale and oil sands	,2012,0.000
1153,Albania,Oil shale and oil sands	,2012,0.000
1154,Serbia,Oil shale and oil sands	,2012,0.000
1155,Turkey,Oil shale and oil sands	,2012,0.000
1156,Bosnia and Herzegovina,Oil shale and oil sands	,2012,:
1157,Kosovo (under United Nations Security Council Resolution 1244/99),Oil shale and oil sands	,2012,0.000
1158,Moldova,Oil shale and oil sands	,2012,0.000
1159,Ukraine,Oil shale and oil sands	,2012,0.000
1160,Georgia,Oil shale and oil sands	,2012,:
1161,European Union - 27 countries (from 2020),Natural gas,2012,"204,905.317"
1162,European Union - 28 countries (2013-2020),Natural gas,2012,"247,073.094"
1163,Euro area - 19 countries  (from 2015),Natural gas,2012,"175,310.881"
1164,Belgium,Natural gas,2012,"9,260.327"
1165,Bulgaria,Natural gas,2012,"1,182.183"
1166,Czechia,Natural gas,2012,"5,386.887"
1167,Denmark,Natural gas,2012,"1,580.417"
1168,Germany (until 1990 former territory of the FRG),Natural gas,2012,"50,299.832"
1169,Estonia,Natural gas,2012,218.143
1170,Ireland,Natural gas,2012,"1,621.092"
1171,Greece,Natural gas,2012,971.402
1172,Spain,Natural gas,2012,"14,634.125"
1173,France,Natural gas,2012,"32,011.205"
1174,Croatia,Natural gas,2012,"1,050.731"
1175,Italy,Natural gas,2012,"35,450.387"
1176,Cyprus,Natural gas,2012,0.000
1177,Latvia,Natural gas,2012,402.365
1178,Lithuania,Natural gas,2012,617.992
1179,Luxembourg,Natural gas,2012,611.155
1180,Hungary,Natural gas,2012,"5,060.168"
1181,Malta,Natural gas,2012,0.000
1182,Netherlands,Natural gas,2012,"18,973.891"
1183,Austria,Natural gas,2012,"4,553.389"
1184,Poland,Natural gas,2012,"8,762.210"
1185,Portugal,Natural gas,2012,"1,614.897"
1186,Romania,Natural gas,2012,"5,977.429"
1187,Slovenia,Natural gas,2012,547.291
1188,Slovakia,Natural gas,2012,"2,821.496"
1189,Finland,Natural gas,2012,701.892
1190,Sweden,Natural gas,2012,594.411
1191,Iceland,Natural gas,2012,0.000
1192,Norway,Natural gas,2012,411.208
1193,United Kingdom,Natural gas,2012,"42,167.777"
1194,Montenegro,Natural gas,2012,0.000
1195,North Macedonia,Natural gas,2012,22.592
1196,Albania,Natural gas,2012,3.332
1197,Serbia,Natural gas,2012,918.831
1198,Turkey,Natural gas,2012,"17,856.707"
1199,Bosnia and Herzegovina,Natural gas,2012,:
1200,Kosovo (under United Nations Security Council Resolution 1244/99),Natural gas,2012,0.000
1201,Moldova,Natural gas,2012,396.174
1202,Ukraine,Natural gas,2012,"21,703.783"
1203,Georgia,Natural gas,2012,:
1204,European Union - 27 countries (from 2020),Oil and petroleum products,2012,"342,124.789"
1205,European Union - 28 countries (2013-2020),Oil and petroleum products,2012,"388,905.344"
1206,Euro area - 19 countries  (from 2015),Oil and petroleum products,2012,"286,642.968"
1207,Belgium,Oil and petroleum products,2012,"13,517.423"
1208,Bulgaria,Oil and petroleum products,2012,"2,936.832"
1209,Czechia,Oil and petroleum products,2012,"6,057.408"
1210,Denmark,Oil and petroleum products,2012,"5,201.942"
1211,Germany (until 1990 former territory of the FRG),Oil and petroleum products,2012,"72,565.750"
1212,Estonia,Oil and petroleum products,2012,948.447
1213,Ireland,Oil and petroleum products,2012,"5,583.187"
1214,Greece,Oil and petroleum products,2012,"9,112.129"
1215,Spain,Oil and petroleum products,2012,"36,598.610"
1216,France,Oil and petroleum products,2012,"58,181.511"
1217,Croatia,Oil and petroleum products,2012,"2,543.582"
1218,Italy,Oil and petroleum products,2012,"42,133.357"
1219,Cyprus,Oil and petroleum products,2012,"1,004.094"
1220,Latvia,Oil and petroleum products,2012,"1,162.326"
1221,Lithuania,Oil and petroleum products,2012,"1,567.221"
1222,Luxembourg,Oil and petroleum products,2012,"2,417.154"
1223,Hungary,Oil and petroleum products,2012,"4,192.639"
1224,Malta,Oil and petroleum products,2012,230.916
1225,Netherlands,Oil and petroleum products,2012,"14,634.507"
1226,Austria,Oil and petroleum products,2012,"8,913.290"
1227,Poland,Oil and petroleum products,2012,"19,223.287"
1228,Portugal,Oil and petroleum products,2012,"6,937.225"
1229,Romania,Oil and petroleum products,2012,"6,697.161"
1230,Slovenia,Oil and petroleum products,2012,"2,359.679"
1231,Slovakia,Oil and petroleum products,2012,"2,217.101"
1232,Finland,Oil and petroleum products,2012,"6,559.041"
1233,Sweden,Oil and petroleum products,2012,"8,628.970"
1234,Iceland,Oil and petroleum products,2012,483.481
1235,Norway,Oil and petroleum products,2012,"6,284.721"
1236,United Kingdom,Oil and petroleum products,2012,"46,780.555"
1237,Montenegro,Oil and petroleum products,2012,237.984
1238,North Macedonia,Oil and petroleum products,2012,786.801
1239,Albania,Oil and petroleum products,2012,996.490
1240,Serbia,Oil and petroleum products,2012,"2,676.707"
1241,Turkey,Oil and petroleum products,2012,"23,679.044"
1242,Bosnia and Herzegovina,Oil and petroleum products,2012,:
1243,Kosovo (under United Nations Security Council Resolution 1244/99),Oil and petroleum products,2012,513.966
1244,Moldova,Oil and petroleum products,2012,679.115
1245,Ukraine,Oil and petroleum products,2012,"11,644.626"
1246,Georgia,Oil and petroleum products,2012,:
1247,European Union - 27 countries (from 2020),Renewables and biofuels	,2012,"89,203.209"
1248,European Union - 28 countries (2013-2020),Renewables and biofuels	,2012,"91,952.810"
1249,Euro area - 19 countries  (from 2015),Renewables and biofuels	,2012,"64,066.403"
1250,Belgium,Renewables and biofuels	,2012,"1,626.508"
1251,Bulgaria,Renewables and biofuels	,2012,"1,187.350"
1252,Czechia,Renewables and biofuels	,2012,"2,527.036"
1253,Denmark,Renewables and biofuels	,2012,"1,439.691"
1254,Germany (until 1990 former territory of the FRG),Renewables and biofuels	,2012,"16,705.581"
1255,Estonia,Renewables and biofuels	,2012,482.631
1256,Ireland,Renewables and biofuels	,2012,273.954
1257,Greece,Renewables and biofuels	,2012,"1,574.432"
1258,Spain,Renewables and biofuels	,2012,"6,323.400"
1259,France,Renewables and biofuels	,2012,"12,924.440"
1260,Croatia,Renewables and biofuels	,2012,"1,276.613"
1261,Italy,Renewables and biofuels	,2012,"8,587.723"
1262,Cyprus,Renewables and biofuels	,2012,108.126
1263,Latvia,Renewables and biofuels	,2012,"1,086.328"
1264,Lithuania,Renewables and biofuels	,2012,754.605
1265,Luxembourg,Renewables and biofuels	,2012,96.457
1266,Hungary,Renewables and biofuels	,2012,"2,353.325"
1267,Malta,Renewables and biofuels	,2012,8.824
1268,Netherlands,Renewables and biofuels	,2012,"1,158.881"
1269,Austria,Renewables and biofuels	,2012,"4,147.339"
1270,Poland,Renewables and biofuels	,2012,"5,467.865"
1271,Portugal,Renewables and biofuels	,2012,"2,155.595"
1272,Romania,Renewables and biofuels	,2012,"3,824.661"
1273,Slovenia,Renewables and biofuels	,2012,684.491
1274,Slovakia,Renewables and biofuels	,2012,440.535
1275,Finland,Renewables and biofuels	,2012,"4,926.553"
1276,Sweden,Renewables and biofuels	,2012,"7,060.265"
1277,Iceland,Renewables and biofuels	,2012,107.218
1278,Norway,Renewables and biofuels	,2012,"1,745.032"
1279,United Kingdom,Renewables and biofuels	,2012,"2,749.601"
1280,Montenegro,Renewables and biofuels	,2012,175.977
1281,North Macedonia,Renewables and biofuels	,2012,236.564
1282,Albania,Renewables and biofuels	,2012,218.305
1283,Serbia,Renewables and biofuels	,2012,"1,030.047"
1284,Turkey,Renewables and biofuels	,2012,"5,756.067"
1285,Bosnia and Herzegovina,Renewables and biofuels	,2012,:
1286,Kosovo (under United Nations Security Council Resolution 1244/99),Renewables and biofuels	,2012,247.755
1287,Moldova,Renewables and biofuels	,2012,569.624
1288,Ukraine,Renewables and biofuels	,2012,"1,028.936"
1289,Georgia,Renewables and biofuels	,2012,:
1290,European Union - 27 countries (from 2020),Non-renewable waste,2012,"2,946.692"
1291,European Union - 28 countries (2013-2020),Non-renewable waste,2012,"3,018.035"
1292,Euro area - 19 countries  (from 2015),Non-renewable waste,2012,"2,277.970"
1293,Belgium,Non-renewable waste,2012,161.658
1294,Bulgaria,Non-renewable waste,2012,7.309
1295,Czechia,Non-renewable waste,2012,168.912
1296,Denmark,Non-renewable waste,2012,21.472
1297,Germany (until 1990 former territory of the FRG),Non-renewable waste,2012,900.760
1298,Estonia,Non-renewable waste,2012,0.000
1299,Ireland,Non-renewable waste,2012,27.363
1300,Greece,Non-renewable waste,2012,0.000
1301,Spain,Non-renewable waste,2012,0.000
1302,France,Non-renewable waste,2012,417.616
1303,Croatia,Non-renewable waste,2012,8.145
1304,Italy,Non-renewable waste,2012,280.668
1305,Cyprus,Non-renewable waste,2012,0.573
1306,Latvia,Non-renewable waste,2012,55.675
1307,Lithuania,Non-renewable waste,2012,0.000
1308,Luxembourg,Non-renewable waste,2012,14.410
1309,Hungary,Non-renewable waste,2012,35.158
1310,Malta,Non-renewable waste,2012,0.000
1311,Netherlands,Non-renewable waste,2012,40.747
1312,Austria,Non-renewable waste,2012,231.945
1313,Poland,Non-renewable waste,2012,400.545
1314,Portugal,Non-renewable waste,2012,62.745
1315,Romania,Non-renewable waste,2012,27.181
1316,Slovenia,Non-renewable waste,2012,15.835
1317,Slovakia,Non-renewable waste,2012,28.112
1318,Finland,Non-renewable waste,2012,39.863
1319,Sweden,Non-renewable waste,2012,0.000
1320,Iceland,Non-renewable waste,2012,0.000
1321,Norway,Non-renewable waste,2012,74.869
1322,United Kingdom,Non-renewable waste,2012,71.343
1323,Montenegro,Non-renewable waste,2012,0.000
1324,North Macedonia,Non-renewable waste,2012,0.000
1325,Albania,Non-renewable waste,2012,0.000
1326,Serbia,Non-renewable waste,2012,0.000
1327,Turkey,Non-renewable waste,2012,0.000
1328,Bosnia and Herzegovina,Non-renewable waste,2012,:
1329,Kosovo (under United Nations Security Council Resolution 1244/99),Non-renewable waste,2012,0.000
1330,Moldova,Non-renewable waste,2012,0.000
1331,Ukraine,Non-renewable waste,2012,0.000
1332,Georgia,Non-renewable waste,2012,:
1333,European Union - 27 countries (from 2020),Electricity,2012,:
1334,European Union - 28 countries (2013-2020),Electricity,2012,:
1335,Euro area - 19 countries  (from 2015),Electricity,2012,:
1336,Belgium,Electricity,2012,:
1337,Bulgaria,Electricity,2012,:
1338,Czechia,Electricity,2012,:
1339,Denmark,Electricity,2012,:
1340,Germany (until 1990 former territory of the FRG),Electricity,2012,:
1341,Estonia,Electricity,2012,:
1342,Ireland,Electricity,2012,:
1343,Greece,Electricity,2012,:
1344,Spain,Electricity,2012,:
1345,France,Electricity,2012,:
1346,Croatia,Electricity,2012,:
1347,Italy,Electricity,2012,:
1348,Cyprus,Electricity,2012,:
1349,Latvia,Electricity,2012,:
1350,Lithuania,Electricity,2012,:
1351,Luxembourg,Electricity,2012,:
1352,Hungary,Electricity,2012,:
1353,Malta,Electricity,2012,:
1354,Netherlands,Electricity,2012,:
1355,Austria,Electricity,2012,:
1356,Poland,Electricity,2012,:
1357,Portugal,Electricity,2012,:
1358,Romania,Electricity,2012,:
1359,Slovenia,Electricity,2012,:
1360,Slovakia,Electricity,2012,:
1361,Finland,Electricity,2012,:
1362,Sweden,Electricity,2012,:
1363,Iceland,Electricity,2012,:
1364,Norway,Electricity,2012,:
1365,United Kingdom,Electricity,2012,:
1366,Montenegro,Electricity,2012,:
1367,North Macedonia,Electricity,2012,:
1368,Albania,Electricity,2012,:
1369,Serbia,Electricity,2012,:
1370,Turkey,Electricity,2012,:
1371,Bosnia and Herzegovina,Electricity,2012,:
1372,Kosovo (under United Nations Security Council Resolution 1244/99),Electricity,2012,:
1373,Moldova,Electricity,2012,:
1374,Ukraine,Electricity,2012,:
1375,Georgia,Electricity,2012,:
1376,European Union - 27 countries (from 2020),Heat,2012,"48,579.026"
1377,European Union - 28 countries (2013-2020),Heat,2012,"49,801.177"
1378,Euro area - 19 countries  (from 2015),Heat,2012,"29,493.758"
1379,Belgium,Heat,2012,601.744
1380,Bulgaria,Heat,2012,985.215
1381,Czechia,Heat,2012,"2,322.108"
1382,Denmark,Heat,2012,"2,572.657"
1383,Germany (until 1990 former territory of the FRG),Heat,2012,"10,221.721"
1384,Estonia,Heat,2012,490.589
1385,Ireland,Heat,2012,0.000
1386,Greece,Heat,2012,45.118
1387,Spain,Heat,2012,0.000
1388,France,Heat,2012,"3,229.009"
1389,Croatia,Heat,2012,228.934
1390,Italy,Heat,2012,"3,432.717"
1391,Cyprus,Heat,2012,0.740
1392,Latvia,Heat,2012,534.848
1393,Lithuania,Heat,2012,904.892
1394,Luxembourg,Heat,2012,69.559
1395,Hungary,Heat,2012,990.613
1396,Malta,Heat,2012,0.191
1397,Netherlands,Heat,2012,"2,688.426"
1398,Austria,Heat,2012,"1,691.325"
1399,Poland,Heat,2012,"5,983.830"
1400,Portugal,Heat,2012,345.108
1401,Romania,Heat,2012,"1,502.866"
1402,Slovenia,Heat,2012,182.574
1403,Slovakia,Heat,2012,762.945
1404,Finland,Heat,2012,"4,292.252"
1405,Sweden,Heat,2012,"4,499.045"
1406,Iceland,Heat,2012,510.700
1407,Norway,Heat,2012,383.137
1408,United Kingdom,Heat,2012,"1,222.151"
1409,Montenegro,Heat,2012,0.000
1410,North Macedonia,Heat,2012,51.830
1411,Albania,Heat,2012,0.000
1412,Serbia,Heat,2012,729.435
1413,Turkey,Heat,2012,"1,225.685"
1414,Bosnia and Herzegovina,Heat,2012,:
1415,Kosovo (under United Nations Security Council Resolution 1244/99),Heat,2012,3.439
1416,Moldova,Heat,2012,217.827
1417,Ukraine,Heat,2012,"11,867.488"
1418,Georgia,Heat,2012,:
1419,European Union - 27 countries (from 2020),Total,2013,"931,738.234"
1420,European Union - 28 countries (2013-2020),Total,2013,"1,055,133.647"
1421,Euro area - 19 countries  (from 2015),Total,2013,"748,337.481"
1422,Belgium,Total,2013,"33,957.247"
1423,Bulgaria,Total,2013,"8,680.757"
1424,Czechia,Total,2013,"23,126.347"
1425,Denmark,Total,2013,"13,461.011"
1426,Germany (until 1990 former territory of the FRG),Total,2013,"208,016.793"
1427,Estonia,Total,2013,"2,845.028"
1428,Ireland,Total,2013,"10,218.743"
1429,Greece,Total,2013,"14,668.337"
1430,Spain,Total,2013,"75,936.004"
1431,France,Total,2013,"149,009.849"
1432,Croatia,Total,2013,"6,468.037"
1433,Italy,Total,2013,"114,053.675"
1434,Cyprus,Total,2013,"1,372.455"
1435,Latvia,Total,2013,"3,732.245"
1436,Lithuania,Total,2013,"4,712.305"
1437,Luxembourg,Total,2013,"3,749.112"
1438,Hungary,Total,2013,"16,255.431"
1439,Malta,Total,2013,421.114
1440,Netherlands,Total,2013,"47,160.000"
1441,Austria,Total,2013,"25,798.750"
1442,Poland,Total,2013,"62,106.266"
1443,Portugal,Total,2013,"14,908.318"
1444,Romania,Total,2013,"21,631.325"
1445,Slovenia,Total,2013,"4,804.230"
1446,Slovakia,Total,2013,"9,412.124"
1447,Finland,Total,2013,"23,561.152"
1448,Sweden,Total,2013,"31,671.579"
1449,Iceland,Total,2013,"2,706.726"
1450,Norway,Total,2013,"18,998.249"
1451,United Kingdom,Total,2013,"123,395.413"
1452,Montenegro,Total,2013,640.991
1453,North Macedonia,Total,2013,"1,814.802"
1454,Albania,Total,2013,"1,961.871"
1455,Serbia,Total,2013,"8,201.681"
1456,Turkey,Total,2013,"78,466.784"
1457,Bosnia and Herzegovina,Total,2013,:
1458,Kosovo (under United Nations Security Council Resolution 1244/99),Total,2013,"1,167.578"
1459,Moldova,Total,2013,"2,294.391"
1460,Ukraine,Total,2013,"65,144.066"
1461,Georgia,Total,2013,"3,426.033"
1462,European Union - 27 countries (from 2020),Solid fossil fuels,2013,"24,834.288"
1463,European Union - 28 countries (2013-2020),Solid fossil fuels,2013,"27,522.241"
1464,Euro area - 19 countries  (from 2015),Solid fossil fuels,2013,"9,214.060"
1465,Belgium,Solid fossil fuels,2013,532.140
1466,Bulgaria,Solid fossil fuels,2013,364.272
1467,Czechia,Solid fossil fuels,2013,"1,852.168"
1468,Denmark,Solid fossil fuels,2013,130.365
1469,Germany (until 1990 former territory of the FRG),Solid fossil fuels,2013,"4,318.156"
1470,Estonia,Solid fossil fuels,2013,39.716
1471,Ireland,Solid fossil fuels,2013,344.657
1472,Greece,Solid fossil fuels,2013,212.366
1473,Spain,Solid fossil fuels,2013,456.502
1474,France,Solid fossil fuels,2013,"1,164.000"
1475,Croatia,Solid fossil fuels,2013,116.000
1476,Italy,Solid fossil fuels,2013,704.387
1477,Cyprus,Solid fossil fuels,2013,0.124
1478,Latvia,Solid fossil fuels,2013,58.827
1479,Lithuania,Solid fossil fuels,2013,224.724
1480,Luxembourg,Solid fossil fuels,2013,47.909
1481,Hungary,Solid fossil fuels,2013,184.615
